date,pm25_kor_df,pm10_kor_df,o3_kor_df,no2_kor_df,so2_kor_df,co_kor_df,pm25_china_df,pm10_china_df,o3_china_df,no2_china_df,so2_china_df,co_china_df,Wind Speed(m/s),Humidity(%)
2015-01-27,98.9090909090909,44.72727272727273,20.636363636363637,32.54545454545455,11.636363636363637,8.0,129.78571428571428,68.35714285714286,22.5,23.5,24.928571428571427,13.857142857142858,4.005,62.760000000000005
2015-01-28,70.54545454545455,49.45454545454545,15.181818181818182,43.54545454545455,12.454545454545455,11.090909090909092,138.85714285714286,84.28571428571429,20.214285714285715,28.571428571428573,28.5,17.285714285714285,2.695,60.67999999999999
2015-01-29,89.81818181818181,42.09090909090909,25.90909090909091,27.636363636363637,11.0,8.272727272727273,156.35714285714286,102.5,19.928571428571427,34.785714285714285,31.0,19.285714285714285,1.75,74.53999999999999
2015-01-30,79.0,41.36363636363637,23.181818181818183,31.0,10.363636363636363,6.7272727272727275,186.07142857142858,109.42857142857143,20.285714285714285,38.42857142857143,30.357142857142858,20.357142857142858,3.85,58.9
2015-01-31,71.18181818181819,39.72727272727273,23.09090909090909,35.72727272727273,11.818181818181818,9.272727272727273,201.71428571428572,94.64285714285714,28.5,27.428571428571427,25.0,15.285714285714286,3.075,54.975
2015-02-01,76.63636363636364,51.54545454545455,23.363636363636363,50.90909090909091,15.0,12.090909090909092,166.85714285714286,72.35714285714286,28.857142857142858,22.428571428571427,19.642857142857142,12.785714285714286,1.905,56.339999999999996
2015-02-02,94.18181818181819,60.90909090909091,18.09090909090909,57.90909090909091,16.818181818181817,13.818181818181818,144.07142857142858,87.64285714285714,24.785714285714285,31.0,27.214285714285715,16.071428571428573,1.775,61.085
2015-02-03,113.66666666666667,71.83333333333333,27.5,51.583333333333336,18.166666666666668,14.083333333333334,165.57142857142858,83.28571428571429,30.285714285714285,28.214285714285715,20.928571428571427,12.357142857142858,1.7600000000000002,66.35
2015-02-04,144.5,73.75,31.333333333333332,38.5,18.5,12.583333333333334,142.07142857142858,71.35714285714286,28.071428571428573,19.0,17.857142857142858,11.142857142857142,2.27,69.255
2015-02-05,143.0,57.333333333333336,25.75,43.166666666666664,16.083333333333332,9.416666666666666,126.42857142857143,81.42857142857143,26.357142857142858,26.5,25.357142857142858,13.642857142857142,3.1399999999999997,64.6
2015-02-06,103.83333333333333,52.333333333333336,26.083333333333332,40.666666666666664,13.75,9.666666666666666,149.78571428571428,94.21428571428571,28.642857142857142,32.5,25.071428571428573,15.5,2.3684210526315788,59.87894736842105
2015-02-07,100.3076923076923,66.84615384615384,28.76923076923077,20.692307692307693,10.538461538461538,5.846153846153846,172.92857142857142,91.5,35.42857142857143,33.357142857142854,23.857142857142858,15.071428571428571,2.5100000000000002,63.64
2015-02-08,65.6923076923077,40.07692307692308,24.23076923076923,23.23076923076923,10.307692307692308,6.153846153846154,162.14285714285714,99.14285714285714,39.357142857142854,29.857142857142858,23.428571428571427,14.357142857142858,5.675,43.945
2015-02-09,58.61538461538461,66.46153846153847,28.23076923076923,39.0,19.846153846153847,10.384615384615385,168.28571428571428,112.21428571428571,37.857142857142854,35.357142857142854,25.0,18.714285714285715,4.08,50.075
2015-02-10,129.07692307692307,74.53846153846153,31.692307692307693,48.92307692307692,18.846153846153847,12.153846153846153,195.0,115.58333333333333,43.166666666666664,33.75,26.25,19.0,3.6799999999999997,60.769999999999996
2015-02-11,137.76923076923077,52.92307692307692,31.0,32.23076923076923,12.538461538461538,8.0,203.28571428571428,107.57142857142857,32.714285714285715,33.5,24.857142857142858,18.785714285714285,2.7199999999999998,60.245000000000005
2015-02-12,77.53846153846153,40.84615384615385,28.307692307692307,30.923076923076923,10.846153846153847,7.0,188.5,94.42857142857143,31.071428571428573,25.142857142857142,21.642857142857142,16.071428571428573,4.265,42.275
2015-02-13,64.23076923076923,53.23076923076923,30.615384615384617,43.15384615384615,13.461538461538462,9.461538461538462,174.78571428571428,87.85714285714286,38.142857142857146,20.071428571428573,18.857142857142858,13.571428571428571,3.125,44.05
2015-02-14,104.38461538461539,73.07692307692308,38.38461538461539,45.38461538461539,16.307692307692307,12.076923076923077,169.57894736842104,84.42105263157895,39.31578947368421,16.31578947368421,17.94736842105263,12.0,2.65,67.825
2015-02-15,144.76923076923077,52.84615384615385,37.0,39.07692307692308,11.461538461538462,9.23076923076923,145.76923076923077,124.53846153846153,32.84615384615385,16.153846153846153,25.53846153846154,13.23076923076923,2.7,72.17
2015-02-16,91.6923076923077,56.53846153846154,29.76923076923077,30.23076923076923,10.23076923076923,9.538461538461538,190.75,58.25,28.166666666666668,15.666666666666666,17.0,12.083333333333334,3.16,90.27000000000001
2015-02-17,118.3076923076923,59.0,31.615384615384617,24.923076923076923,9.153846153846153,9.307692307692308,131.3846153846154,88.23076923076923,25.076923076923077,15.461538461538462,14.076923076923077,12.461538461538462,3.47,73.41
2015-02-18,129.75,55.833333333333336,32.75,30.75,11.583333333333334,9.5,141.07142857142858,139.71428571428572,27.714285714285715,12.428571428571429,11.642857142857142,10.214285714285714,3.21,70.775
2015-02-19,113.92307692307692,48.38461538461539,36.61538461538461,35.84615384615385,10.923076923076923,9.23076923076923,138.78571428571428,78.0,28.5,15.071428571428571,16.428571428571427,10.928571428571429,2.285,68.77000000000001
2015-02-20,100.75,34.5,23.75,37.083333333333336,11.333333333333334,7.916666666666667,123.53846153846153,90.0,26.53846153846154,20.153846153846153,20.153846153846153,16.307692307692307,2.07,67.28999999999999
2015-02-21,66.23076923076923,113.0,30.615384615384617,28.23076923076923,10.615384615384615,8.538461538461538,152.0,75.53846153846153,31.23076923076923,19.23076923076923,18.53846153846154,17.692307692307693,2.685,83.995
2015-02-22,92.76923076923077,300.84615384615387,25.384615384615383,25.076923076923077,8.538461538461538,7.230769230769231,127.0,60.5,30.142857142857142,16.642857142857142,14.928571428571429,12.714285714285714,3.84,74.755
2015-02-23,148.53846153846155,114.61538461538461,26.846153846153847,34.07692307692308,10.76923076923077,8.384615384615385,121.42857142857143,48.214285714285715,28.071428571428573,15.5,12.857142857142858,12.142857142857142,3.085,58.71
2015-02-24,96.46153846153847,72.61538461538461,24.615384615384617,42.46153846153846,14.384615384615385,9.384615384615385,97.85714285714286,51.57142857142857,23.357142857142858,17.285714285714285,14.071428571428571,12.857142857142858,2.335,59.214999999999996
2015-02-25,103.23076923076923,55.38461538461539,31.307692307692307,32.30769230769231,10.76923076923077,8.615384615384615,109.78571428571429,71.71428571428571,33.0,17.5,14.928571428571429,12.428571428571429,2.025,60.529999999999994
2015-02-26,89.46153846153847,40.46153846153846,29.23076923076923,24.692307692307693,8.923076923076923,6.230769230769231,118.14285714285714,76.64285714285714,35.785714285714285,22.642857142857142,20.642857142857142,14.928571428571429,4.555,55.685
2015-02-27,64.76923076923077,48.0,24.307692307692307,35.46153846153846,11.76923076923077,7.461538461538462,142.0,87.14285714285714,33.0,18.357142857142858,13.928571428571429,12.5,3.75,45.755
2015-02-28,88.08333333333333,61.25,32.333333333333336,26.5,9.833333333333334,7.833333333333333,130.5,59.214285714285715,29.928571428571427,16.642857142857142,15.0,12.357142857142858,2.145,57.995000000000005
2015-03-01,96.07692307692308,78.0,29.153846153846153,34.07692307692308,11.384615384615385,8.307692307692308,102.42857142857143,63.714285714285715,28.428571428571427,19.857142857142858,16.928571428571427,12.142857142857142,3.7299999999999995,64.28
2015-03-02,91.23076923076923,61.0,28.692307692307693,40.0,11.307692307692308,9.23076923076923,121.35714285714286,79.57142857142857,30.071428571428573,24.142857142857142,20.071428571428573,13.857142857142858,2.6550000000000002,52.785000000000004
