date, pm25, pm10, o3, no2, so2, co
2024/6/14, 91, 32, , 4, 2, 7
2024/6/15, 69, 34, , 5, 3, 7
2024/6/16, 64, 26, , 4, 2, 5
2024/6/17, 67, 34, , 5, 3, 6
2024/6/18, 60, 23, , 4, 2, 5
2024/6/19, 47, 17, , 3, 2, 3
2024/6/20, 42, 27, , 5, 2, 5
2024/6/21, 72, 17, , 4, 2, 5
2024/6/22, 59, 38, , 4, 2, 5
2024/6/23, 93, 59, , 5, 3, 4
2024/6/24, 96, 52, , 4, 2, 2
2024/6/25, 72, 50, , 3, 2, 3
2024/6/26, 73, 19, , 3, 2, 1
2024/6/27, 40, 27, , 6, 2, 4
2024/6/28, 90, 10, , 4, 2, 4
2024/6/29, 32, 21, , 3, 2, 5
2024/6/30, 74, 25, , 4, 2, 5
2024/1/1, 132, 63, , 16, 2, 4
2024/1/2, 132, 94, , 13, 1, 8
2024/1/3, 179, 98, , 20, 2, 10
2024/1/4, 182, 109, , 28, 4, 11
2024/1/5, 194, 86, , 25, 3, 9
2024/1/6, 168, 39, , 14, 2, 4
2024/1/7, 67, 43, , 22, 2, 5
2024/1/8, 84, 73, , 25, 3, 7
2024/1/9, 147, 53, , 13, 2, 6
2024/1/10, 104, 76, , 26, 4, 9
2024/1/11, 159, 103, , 32, 3, 11
2024/1/12, 181, 90, , 19, 2, 11
2024/1/13, 177, 105, , 18, 2, 11
2024/1/14, 178, 36, , 11, 2, 5
2024/1/15, 54, 34, , 15, 3, 5
2024/1/16, 56, 36, , 16, 2, 5
2024/1/17, 83, 36, , 12, 2, 5
2024/1/18, 74, 50, , 10, 2, 6
2024/1/19, 115, 46, , 11, 2, 8
2024/1/20, 111, 50, , 8, 3, 5
2024/1/21, 96, 40, , 8, 3, 7
2024/1/22, 73, 38, , 9, 3, 6
2024/1/23, 72, 51, , 15, 4, 8
2024/1/24, 99, 63, , 21, 4, 8
2024/1/25, 140, 72, , 24, 4, 7
2024/1/26, 155, 80, , 26, 3, 8
2024/1/27, 164, 86, , 26, 5, 8
2024/1/28, 169, 94, , 16, 3, 9
2024/1/29, 180, 51, , 9, 1, 5
2024/1/30, 113, 35, , 11, 1, 5
2024/1/31, 84, 29, , 6, 1, 6
2024/2/1, 59, 25, , 8, 1, 4
2024/2/2, 56, 28, , 9, 1, 3
2024/2/3, 75, 31, , 10, 1, 5
2024/2/4, 80, 43, , 9, 2, 4
2024/2/5, 113, 56, , 10, 2, 5
2024/2/6, 123, 74, , 12, 2, 8
2024/2/7, 160, 87, , 11, 3, 9
2024/2/8, 173, 166, , 13, 3, 10
2024/2/9, 224, 161, , 10, 7, 11
2024/2/10, 289, 144, , 12, 3, 11
2024/2/11, 258, 90, , 9, 3, 8
2024/2/12, 162, 60, , 7, 3, 8
2024/2/13, 129, 75, , 11, 5, 8
2024/2/14, 158, 41, , 5, 2, 5
2024/2/15, 82, 27, , 6, 2, 4
2024/2/16, 55, 41, , 9, 2, 6
2024/2/17, 82, 43, , 10, 4, 9
2024/2/18, 97, 39, , 7, 2, 7
2024/2/19, 76, 26, , 5, 2, 5
2024/2/20, 44, 22, , 6, , 6
2024/2/21, 58, 34, , 4, 1, 4
2024/2/22, 60, 36, , 6, 2, 5
2024/2/23, 76, 48, , 8, 2, 6
2024/2/24, 113, 74, , 10, 4, 8
2024/2/25, 162, 63, , 10, 3, 7
2024/2/26, 122, 51, , 9, 2, 5
2024/2/27, 99, 39, , 12, 1, 6
2024/2/28, 89, 37, , 7, 2, 7
2024/2/29, 87, 51, , 8, 2, 6
2024/3/1, 83, 58, , 11, 4, 8
2024/3/2, 126, 70, , 14, 5, 9
2024/3/3, 149, 44, , 9, 1, 6
2024/3/4, 89, 25, , 7, 2, 6
2024/3/5, 66, 59, , 10, 2, 7
2024/3/6, 112, 58, , 12, 2, 6
2024/3/7, 123, 67, , 10, 2, 8
2024/3/8, 147, 71, , 12, 2, 7
2024/3/9, 158, 45, , 9, 2, 5
2024/3/10, 93, 64, , 12, 3, 6
2024/3/11, 128, 71, , 11, 2, 6
2024/3/12, 143, 45, , 11, 3, 7
2024/3/13, 96, 60, , 15, 2, 6
2024/3/14, 134, 39, , 10, 1, 5
2024/3/15, 79, 51, , 11, 2, 6
2024/3/16, 112, 101, , 10, 2, 5
2024/3/17, 97, 58, , 12, 2, 5
2024/3/18, 83, 93, , 13, 2, 6
2024/3/19, 100, 63, , 9, 2, 5
2024/3/20, 73, 62, , 11, 3, 7
2024/3/21, 100, 79, , 18, 4, 8
2024/3/22, 133, 66, , 12, 2, 8
2024/3/23, 132, 44, , 8, 1, 6
2024/3/24, 90, 21, , 8, 2, 6
2024/3/25, 62, 52, , 10, 2, 9
2024/3/26, 130, 52, , 11, 2, 8
2024/3/27, 144, 49, , 9, 2, 5
2024/3/28, 140, 77, , 9, 4, 7
2024/3/29, 141, 97, , 11, 4, 7
2024/3/30, 154, 71, , 9, 2, 4
2024/3/31, 96, 68, , 10, 3, 7
2023/10/1, 49, 28, , 9, 4, 2
2023/10/2, 50, 23, , 7, 3, 2
2023/10/3, 58, 39, , 6, 5, 5
2023/10/4, 83, 41, , 5, 4, 2
2023/10/5, 46, 30, , 8, 7, 2
2023/10/6, 40, 14, , 9, 4, 2
2023/10/7, 53, 34, , 9, 4, 3
2023/10/8, 67, 55, , 12, 4, 5
2023/10/9, 99, 43, , 13, 6, 3
2023/10/10, 81, 36, , 9, 4, 3
2023/10/11, 75, 32, , 10, 4, 2
2023/10/12, 69, 33, , 10, 5, 2
2023/10/13, 67, 61, , 11, 5, 4
2023/10/14, 131, 57, , 10, 4, 5
2023/10/15, 118, 58, , 16, 4, 5
2023/10/16, 100, 45, , 11, 4, 4
2023/10/17, 82, 62, , 13, 4, 7
2023/10/18, 129, 61, , 12, 5, 6
2023/10/19, 133, 31, , 7, 5, 3
2023/10/20, 54, 44, , 16, 4, 5
